trxn_amt,pmt_method,product_cat,qty,cust_age,cust_loc,cust_device,fraudulent,acct_age_days,trxn_hour,year,month,day
356.26,credit card,health & beauty,5,35,Paulfurt,tablet,0,10,20,2024,3,8
167.27,bank transfer,home & garden,2,30,Holtchester,mobile,1,34,5,2024,1,4
213.68,credit card,electronics,5,30,East Jasonside,mobile,0,361,23,2024,2,17
59.47,debit card,home & garden,2,30,Adamtown,desktop,0,184,18,2024,4,3
44.23,credit card,home & garden,1,50,South Nicholas,mobile,0,126,12,2024,3,26
52.09,bank transfer,health & beauty,4,36,South Billyview,tablet,0,344,8,2024,1,2
25.49,debit card,toys & games,5,59,West Michael,desktop,0,38,15,2024,4,2
326.6,credit card,electronics,4,21,West Howard,desktop,0,26,14,2024,3,17
40.54,PayPal,health & beauty,5,17,Schultzberg,desktop,0,33,9,2024,2,19
85.54,credit card,toys & games,5,37,Kellytown,mobile,0,361,9,2024,3,20
367.86,credit card,health & beauty,4,10,West Susanbury,desktop,0,15,1,2024,3,7
357.47,PayPal,electronics,1,28,Claytonview,tablet,0,269,3,2024,3,31
158.27,debit card,home & garden,2,26,Kevinshire,tablet,0,239,11,2024,1,22
28.46,PayPal,health & beauty,5,27,Gregoryburgh,desktop,0,77,12,2024,3,19
84.43,PayPal,electronics,2,52,Donnaborough,mobile,0,283,2,2024,4,3
198.27,credit card,clothing,1,15,East Edward,desktop,0,135,23,2024,1,25
42.97,PayPal,toys & games,1,29,Maryburgh,desktop,0,125,3,2024,3,23
183.31,bank transfer,home & garden,4,39,North William,desktop,0,248,16,2024,2,6
457.88,debit card,home & garden,3,31,Mistyside,desktop,0,334,6,2024,2,19
165.92,PayPal,home & garden,1,28,New Ronald,mobile,0,257,3,2024,2,10
106.59,bank transfer,home & garden,4,19,Mooreburgh,desktop,0,174,11,2024,2,22
76.82,credit card,clothing,5,35,South Jonathanstad,tablet,0,233,5,2024,1,3
66.02,PayPal,home & garden,5,17,Bushmouth,mobile,0,291,3,2024,4,2
97.14,bank transfer,home & garden,4,26,Johnburgh,mobile,0,132,21,2024,1,14
240.81,debit card,clothing,1,18,West Jimmy,tablet,0,193,23,2024,3,5
86.71,PayPal,home & garden,1,33,Owensview,tablet,0,101,8,2024,1,18
27.07,credit card,health & beauty,1,36,Michaelmouth,desktop,0,121,16,2024,3,6
249.04,debit card,health & beauty,4,52,East Christopherbury,mobile,0,266,10,2024,2,7
125.92,PayPal,electronics,1,45,Thomasfurt,tablet,0,300,4,2024,1,11
251.41,bank transfer,toys & games,3,24,East Aaron,mobile,0,60,13,2024,2,25
58.16,bank transfer,toys & games,1,28,North Holly,desktop,0,67,11,2024,3,16
198.12,bank transfer,home & garden,4,43,Fowlerport,mobile,0,225,10,2024,2,1
294.03,debit card,toys & games,1,39,West Eddie,desktop,0,362,17,2024,1,10
155.59,debit card,home & garden,2,36,New Dennis,mobile,0,330,12,2024,2,8
75.51,bank transfer,health & beauty,1,39,Pamelatown,mobile,0,69,11,2024,4,5
90.88,bank transfer,electronics,2,45,Elizabethstad,tablet,0,167,5,2024,2,6
615.85,bank transfer,clothing,1,35,West Katherinestad,tablet,0,223,18,2024,3,10
43.83,bank transfer,health & beauty,4,25,Lake Linda,desktop,1,15,2,2024,2,28
129.39,bank transfer,electronics,5,31,Cunninghamhaven,desktop,0,212,11,2024,3,22
89.59,bank transfer,health & beauty,5,30,Thomasborough,desktop,0,334,1,2024,1,17
37.15,bank transfer,clothing,2,29,East Christopher,tablet,0,75,6,2024,1,4
366.99,bank transfer,clothing,1,26,Wayneberg,mobile,0,158,7,2024,1,20
358.32,PayPal,clothing,1,12,North Thomas,mobile,0,252,15,2024,1,11
121.13,credit card,toys & games,5,49,Garciachester,desktop,0,323,1,2024,3,10
576.08,PayPal,clothing,5,30,South April,tablet,0,299,12,2024,1,4
77.52,credit card,electronics,3,34,South Amandaborough,mobile,0,314,3,2024,2,23
330.65,bank transfer,electronics,5,27,West Amyburgh,desktop,0,15,10,2024,4,1
116.06,PayPal,health & beauty,4,23,South Zacharyfort,tablet,0,300,16,2024,1,28
204.95,PayPal,health & beauty,1,32,North Christopher,desktop,0,16,14,2024,3,2
83.35000000000001,credit card,toys & games,5,38,New Adamton,tablet,1,20,16,2024,1,3
134.29,bank transfer,health & beauty,5,51,East Brianstad,desktop,0,273,13,2024,1,2
161.29,bank transfer,electronics,4,44,South Saratown,desktop,0,362,21,2024,3,5
372.92,PayPal,toys & games,5,25,Reneefurt,tablet,0,55,10,2024,2,23
58.24,bank transfer,home & garden,1,46,Aliciahaven,tablet,0,337,23,2024,1,7
702.58,credit card,clothing,3,20,South Bradleyport,desktop,0,356,11,2024,2,1
172.97,debit card,health & beauty,1,43,Rebeccaton,tablet,0,219,14,2024,4,5
393.84,credit card,home & garden,3,39,East Meganshire,mobile,0,156,5,2024,3,24
363.51,credit card,health & beauty,5,26,Justinburgh,tablet,0,113,19,2024,2,12
2077.2,PayPal,electronics,3,34,Ericburgh,mobile,1,125,1,2024,2,29
349.19,debit card,home & garden,2,36,Taylorberg,tablet,0,347,20,2024,2,27
181.59,PayPal,home & garden,4,36,South Heather,desktop,0,84,10,2024,2,22
35.01,PayPal,health & beauty,4,38,Adamburgh,desktop,0,275,7,2024,3,11
4851.15,credit card,electronics,4,23,North Gregchester,mobile,1,117,13,2024,1,5
185.5,PayPal,health & beauty,1,38,West Michael,desktop,0,316,10,2024,2,4
39.25,bank transfer,toys & games,1,12,East Patriciamouth,tablet,0,340,2,2024,1,12
34.85,bank transfer,electronics,5,30,Johnsontown,desktop,0,183,1,2024,2,17
508.95,credit card,electronics,5,49,West Matthewburgh,tablet,0,80,12,2024,1,23
249.72,bank transfer,clothing,4,26,Donnastad,tablet,0,1,5,2024,1,21
86.05,PayPal,clothing,3,44,Lake Stephen,desktop,0,54,21,2024,1,27
80.22,credit card,toys & games,3,19,Brewerbury,desktop,0,17,5,2024,2,16
424.47,PayPal,health & beauty,2,34,West Kylefurt,tablet,0,58,19,2024,2,19
49.06,bank transfer,toys & games,4,33,Lake Benjaminberg,desktop,0,132,20,2024,2,8
286.17,debit card,toys & games,2,23,Hawkinsfort,mobile,0,151,4,2024,3,15
19.69,debit card,electronics,5,37,South Justinberg,mobile,0,89,0,2024,1,13
256.81,PayPal,home & garden,1,43,East Catherineside,mobile,0,153,6,2024,1,19
118.0,bank transfer,clothing,3,31,Browntown,desktop,1,115,5,2024,2,27
39.99,bank transfer,clothing,1,33,Rodriguezfurt,mobile,0,36,13,2024,1,15
96.64,credit card,health & beauty,2,41,Port Christine,mobile,0,312,3,2024,2,18
207.89,debit card,electronics,1,21,North James,desktop,0,163,0,2024,1,22
134.44,PayPal,electronics,1,36,West Melissa,tablet,0,163,22,2024,1,26
221.42,debit card,electronics,3,38,Dunntown,tablet,0,169,21,2024,1,26
86.04,credit card,toys & games,1,41,Josephbury,mobile,0,328,9,2024,3,23
88.53,PayPal,home & garden,2,34,East Michael,tablet,0,239,16,2024,2,10
137.29,credit card,toys & games,4,29,Danaborough,desktop,0,234,19,2024,2,6
66.28,credit card,clothing,5,12,Port Alexis,desktop,0,195,2,2024,3,9
30.92,credit card,toys & games,4,27,Morrisstad,mobile,0,303,20,2024,3,12
163.01,bank transfer,clothing,2,45,Brownfort,tablet,0,269,10,2024,2,17
30.3,debit card,clothing,4,42,Johnton,mobile,0,197,8,2024,2,18
179.53,bank transfer,electronics,3,34,South Robertburgh,mobile,0,1,18,2024,2,10
107.02,PayPal,home & garden,2,41,East Jacobberg,desktop,0,222,23,2024,1,17
234.32,debit card,toys & games,3,38,Williamsmouth,tablet,0,100,13,2024,1,1
138.64,PayPal,clothing,1,34,Christopherburgh,tablet,0,13,20,2024,4,4
197.61,bank transfer,home & garden,3,36,Lake Cherylland,mobile,0,190,10,2024,1,3
275.94,debit card,electronics,5,34,Coreyborough,desktop,0,158,13,2024,1,26
478.61,debit card,home & garden,1,43,Isaiahbury,tablet,0,109,6,2024,3,17
248.4,PayPal,home & garden,2,12,East Elizabeth,mobile,0,101,19,2024,1,26
226.66,PayPal,home & garden,4,33,East Frank,tablet,0,81,18,2024,2,29
253.25,PayPal,home & garden,4,31,Heathertown,mobile,0,319,7,2024,3,14
89.0,debit card,health & beauty,2,36,Johnsonview,desktop,0,343,2,2024,2,24
40.69,credit card,electronics,4,24,Barrontown,desktop,0,159,14,2024,2,11
600.19,PayPal,health & beauty,4,30,Josephmouth,mobile,0,67,13,2024,4,3
24.42,bank transfer,clothing,1,41,Frankside,desktop,0,18,2,2024,1,8
140.66,PayPal,electronics,5,38,Port Jamesview,tablet,0,156,9,2024,2,3
473.5,credit card,electronics,1,54,North Paul,mobile,0,274,18,2024,1,30
33.87,debit card,health & beauty,4,32,Port Gregoryburgh,tablet,0,119,22,2024,3,18
25.51,PayPal,electronics,5,41,Meganfort,tablet,0,118,23,2024,4,3
140.16,debit card,toys & games,5,35,West Janet,mobile,1,27,4,2024,4,3
22.69,PayPal,toys & games,2,49,Lake Richard,desktop,0,350,22,2024,2,7
292.86,PayPal,toys & games,3,40,South Kelly,tablet,0,220,22,2024,1,14
12.15,debit card,clothing,2,47,Matthewland,mobile,0,274,6,2024,2,11
110.95,debit card,toys & games,2,40,South Paul,desktop,0,4,14,2024,1,26
139.4,debit card,health & beauty,1,38,Kleinmouth,mobile,0,123,0,2024,2,1
95.75,credit card,clothing,1,27,New Evan,mobile,0,41,5,2024,1,5
76.24,PayPal,electronics,3,27,Lake Brandi,desktop,0,136,14,2024,1,4
257.63,bank transfer,toys & games,4,31,Richardtown,tablet,0,301,15,2024,2,5
22.15,bank transfer,electronics,1,35,West David,mobile,0,308,8,2024,4,5
197.04,bank transfer,health & beauty,2,40,Michelleton,mobile,0,231,12,2024,1,27
169.19,credit card,home & garden,4,42,West Tracy,mobile,0,94,14,2024,1,26
112.18,PayPal,clothing,5,30,Rodriguezmouth,tablet,0,190,11,2024,2,27
675.14,PayPal,electronics,3,38,Christopherview,desktop,0,345,23,2024,3,18
667.19,PayPal,home & garden,3,17,Campbellchester,tablet,0,195,1,2024,1,20
96.83,debit card,home & garden,1,24,Kevintown,tablet,0,311,16,2024,3,31
361.28,bank transfer,health & beauty,2,57,West Susan,tablet,0,182,5,2024,1,17
269.96,credit card,electronics,3,33,West Teresaside,desktop,0,180,23,2024,1,21
151.51,PayPal,clothing,1,13,Port Adrienne,mobile,0,286,11,2024,3,11
179.53,credit card,toys & games,2,35,Curtiston,mobile,0,28,8,2024,1,7
356.79,bank transfer,electronics,5,25,Port Brandonshire,mobile,0,118,7,2024,1,11
187.79,bank transfer,electronics,5,27,West Laura,mobile,0,197,1,2024,3,2
178.41,credit card,clothing,5,33,Beverlyville,mobile,0,15,14,2024,3,2
54.8,credit card,health & beauty,1,21,Allenton,desktop,0,313,4,2024,3,23
438.04,PayPal,electronics,4,48,West Joshuaside,mobile,0,355,11,2024,3,25
407.82,PayPal,clothing,5,25,Foxburgh,mobile,0,185,14,2024,2,13
45.7,PayPal,home & garden,4,33,New Judy,desktop,1,213,13,2024,1,20
330.79,credit card,electronics,3,26,Penaville,tablet,0,54,11,2024,1,5
29.46,bank transfer,clothing,2,21,Christophermouth,mobile,0,32,10,2024,2,10
497.07,credit card,electronics,4,47,Gonzalezchester,desktop,0,91,9,2024,4,2
125.1,PayPal,home & garden,1,25,North Courtneyside,desktop,0,154,6,2024,2,29
724.27,PayPal,electronics,1,39,North Derrick,tablet,0,93,19,2024,3,20
352.57,bank transfer,clothing,4,32,West Kennethtown,tablet,0,139,7,2024,2,28
273.97,PayPal,home & garden,5,27,Lake Sarahville,mobile,0,54,19,2024,1,6
378.74,credit card,toys & games,2,39,Lake Richardshire,tablet,0,19,10,2024,2,4
51.37,bank transfer,health & beauty,3,26,West Lisahaven,mobile,0,243,19,2024,2,14
16.49,debit card,electronics,1,40,Joshuaborough,tablet,0,188,12,2024,2,19
17.02,credit card,toys & games,5,36,Zacharyshire,mobile,0,166,9,2024,2,12
486.47,PayPal,health & beauty,3,20,Cochranton,mobile,0,121,23,2024,4,5
194.1,credit card,toys & games,1,25,Swansonmouth,tablet,0,346,21,2024,2,2
91.37,bank transfer,home & garden,3,45,Sallybury,desktop,0,137,22,2024,3,26
199.48,debit card,toys & games,5,29,North Heather,desktop,0,282,5,2024,2,28
429.88,PayPal,health & beauty,1,32,Shawstad,mobile,0,1,4,2024,1,30
159.49,PayPal,health & beauty,2,21,New Jeremy,mobile,0,138,1,2024,1,24
96.24,PayPal,home & garden,3,26,Tinamouth,desktop,0,360,3,2024,4,4
65.2,bank transfer,home & garden,5,30,Shawnberg,desktop,0,315,19,2024,2,13
392.92,PayPal,electronics,1,50,South Albert,tablet,0,330,3,2024,3,20
170.44,debit card,home & garden,5,19,Peterston,desktop,0,202,23,2024,2,26
123.08,PayPal,toys & games,3,47,West Katherine,mobile,0,54,3,2024,1,6
69.83,PayPal,clothing,1,45,Port Jamesport,tablet,0,163,20,2024,3,11
14.54,credit card,health & beauty,4,30,Raymondview,tablet,0,97,16,2024,4,6
13.02,PayPal,toys & games,5,47,West Shannon,desktop,0,124,15,2024,1,29
244.5,credit card,health & beauty,5,35,Wardburgh,desktop,0,194,8,2024,2,4
134.98,PayPal,clothing,4,34,West Amber,mobile,0,141,5,2024,3,30
217.59,credit card,home & garden,3,32,Sabrinastad,tablet,0,47,6,2024,2,7
88.66,bank transfer,home & garden,1,44,Buckleyburgh,mobile,0,262,12,2024,3,7
33.71,bank transfer,home & garden,3,25,Villarrealshire,desktop,0,358,15,2024,3,27
203.29,debit card,toys & games,2,41,Lake Dustinberg,tablet,0,118,17,2024,3,1
257.78,PayPal,home & garden,5,32,Meyermouth,tablet,0,198,23,2024,3,7
143.88,bank transfer,clothing,5,30,Bennettborough,tablet,0,122,19,2024,3,16
82.69,debit card,health & beauty,4,21,Stevenmouth,desktop,0,247,22,2024,3,3
207.45,PayPal,clothing,5,19,West Julie,desktop,0,87,0,2024,4,7
3611.2,PayPal,home & garden,4,21,Adamport,mobile,1,345,19,2024,3,14
21.37,bank transfer,clothing,5,43,Whitechester,desktop,0,200,3,2024,3,20
12.18,bank transfer,clothing,5,50,West Sarahview,mobile,0,315,17,2024,1,8
532.14,bank transfer,clothing,5,65,South Derek,tablet,0,48,5,2024,2,9
277.24,bank transfer,home & garden,5,34,East Josephville,desktop,0,348,17,2024,1,15
53.87,credit card,clothing,1,29,Watkinsstad,mobile,0,20,22,2024,1,13
355.04,PayPal,toys & games,4,52,Anthonyland,mobile,0,198,2,2024,2,10
457.98,bank transfer,health & beauty,5,30,South Jessehaven,tablet,0,259,17,2024,3,12
73.83,credit card,clothing,4,50,East Thomasside,tablet,0,228,2,2024,3,18
216.38,debit card,health & beauty,2,47,South Karen,desktop,0,88,5,2024,1,23
59.6,debit card,toys & games,1,48,Masseymouth,mobile,0,77,22,2024,2,11
812.0,PayPal,electronics,1,22,Tylerfort,mobile,0,292,0,2024,2,9
144.67,debit card,toys & games,3,52,Loganview,tablet,0,287,0,2024,3,8
957.05,credit card,home & garden,4,27,South Michaelbury,tablet,1,204,21,2024,3,6
21.35,debit card,clothing,5,24,Port Tara,desktop,0,349,23,2024,2,17
80.38,bank transfer,toys & games,2,34,New Tammy,desktop,0,145,2,2024,3,7
393.64,bank transfer,clothing,2,18,South Michaelmouth,mobile,0,257,17,2024,2,4
79.01,PayPal,home & garden,3,43,Lake Robertomouth,mobile,0,219,0,2024,1,22
184.88,credit card,health & beauty,2,36,East Alexandria,tablet,0,357,4,2024,3,28
181.17,bank transfer,home & garden,1,32,Meyersside,mobile,0,123,7,2024,3,21
56.37,bank transfer,health & beauty,1,39,Lake Kristin,mobile,0,56,7,2024,4,6
154.24,PayPal,toys & games,1,37,Carterville,desktop,1,2,3,2024,3,23
60.07,bank transfer,clothing,1,35,North Tracyport,mobile,0,181,8,2024,1,21
55.1,bank transfer,toys & games,3,23,Lake Kellyfurt,desktop,0,282,13,2024,1,15
72.52,credit card,toys & games,5,35,Paulville,desktop,0,274,15,2024,1,25
10.23,bank transfer,clothing,2,32,Port David,desktop,0,126,14,2024,1,31
10.83,PayPal,toys & games,5,39,North Michelleton,mobile,0,330,1,2024,3,16
450.51,debit card,toys & games,5,26,Port Kathleen,mobile,0,110,6,2024,1,29
96.0,debit card,health & beauty,4,51,Richardsville,mobile,0,340,23,2024,2,4
12.11,bank transfer,home & garden,2,38,South Allisonton,tablet,0,49,23,2024,3,16
173.06,debit card,toys & games,5,42,North Kevin,mobile,0,192,15,2024,1,24
105.58,PayPal,health & beauty,2,36,Port Frankshire,tablet,0,261,10,2024,1,26
840.55,bank transfer,health & beauty,3,55,Scotthaven,mobile,0,158,7,2024,2,26
16.69,bank transfer,clothing,4,48,Kevinburgh,mobile,0,81,3,2024,1,31
24.9,bank transfer,clothing,2,28,West Brandon,desktop,0,108,15,2024,1,18
12.79,debit card,health & beauty,4,18,Robertsberg,desktop,0,68,23,2024,3,2
765.8499999999999,credit card,electronics,3,41,West Adrianhaven,mobile,1,217,0,2024,2,17
43.6,debit card,home & garden,3,19,South Roger,desktop,0,8,10,2024,4,3
360.17,debit card,health & beauty,5,38,Brownhaven,tablet,0,305,10,2024,1,30
206.57,bank transfer,electronics,2,25,North Michelleberg,mobile,0,221,17,2024,1,1
102.38,credit card,health & beauty,3,39,Steveborough,mobile,0,41,7,2024,3,17
104.15,debit card,health & beauty,5,30,East Amy,tablet,0,304,12,2024,2,15
65.15,PayPal,electronics,1,31,Leonardmouth,tablet,0,336,1,2024,3,31
28.73,credit card,clothing,3,38,West Melissa,tablet,0,318,3,2024,2,8
17.17,credit card,clothing,4,29,North Tracyland,tablet,0,103,3,2024,1,25
180.53,PayPal,toys & games,2,52,Lake Andreaborough,desktop,0,240,0,2024,3,3
114.04,bank transfer,electronics,2,34,Lake Daniel,mobile,0,340,8,2024,1,3
17.31,credit card,home & garden,2,38,West Williamton,tablet,0,131,23,2024,1,28
606.81,PayPal,electronics,4,28,West Christina,desktop,0,88,23,2024,3,25
134.93,debit card,clothing,1,36,East Michaelhaven,mobile,0,14,5,2024,2,22
208.22,PayPal,health & beauty,5,23,Whiteburgh,tablet,0,126,11,2024,3,22
100.77,PayPal,clothing,1,3,Angelaberg,desktop,0,30,8,2024,1,12
46.32,PayPal,electronics,1,16,Lake Brandi,mobile,0,214,23,2024,1,30
159.7,PayPal,electronics,5,12,South Michealtown,desktop,0,364,4,2024,3,28
192.25,credit card,clothing,4,54,Howardville,mobile,0,336,20,2024,1,9
329.22,credit card,toys & games,3,23,East Benjamin,mobile,0,266,5,2024,3,26
113.97,bank transfer,home & garden,2,42,West Rebeccabury,tablet,0,103,13,2024,3,7
20.91,debit card,home & garden,1,28,Donaldshire,desktop,0,306,10,2024,2,20
554.4,debit card,toys & games,1,26,East David,desktop,0,353,7,2024,3,28
129.26,credit card,clothing,2,34,Sharonberg,mobile,0,53,14,2024,3,2
57.19,debit card,health & beauty,4,42,Michellefurt,tablet,0,88,20,2024,3,27
59.59,PayPal,toys & games,1,33,Skinnerbury,desktop,0,30,15,2024,1,24
630.53,PayPal,toys & games,5,31,Andrewfurt,desktop,0,213,16,2024,2,9
186.08,bank transfer,toys & games,3,34,Hernandezside,tablet,0,265,4,2024,1,10
79.23,PayPal,electronics,4,40,Thompsonstad,tablet,0,269,5,2024,2,26
557.53,PayPal,home & garden,5,58,New Hollyfurt,mobile,0,358,6,2024,1,21
511.29,credit card,clothing,2,22,Wallacefort,tablet,0,80,20,2024,2,22
378.98,debit card,clothing,2,40,Hansenmouth,mobile,0,69,17,2024,4,4
73.95,credit card,home & garden,2,31,South Eric,desktop,1,160,4,2024,2,3
94.57,bank transfer,home & garden,1,46,Brownfurt,mobile,0,119,22,2024,3,28
502.33,credit card,clothing,2,42,Coleberg,desktop,0,151,8,2024,1,17
132.86,debit card,health & beauty,1,28,East Sean,tablet,0,221,21,2024,2,14
100.75,credit card,toys & games,1,40,Lake Nicholastown,mobile,0,126,16,2024,1,15
24.63,bank transfer,clothing,4,26,Heatherton,tablet,0,348,1,2024,1,29
180.71,credit card,toys & games,5,35,East Dennis,desktop,0,57,3,2024,1,9
397.17,PayPal,electronics,2,39,Douglasshire,desktop,0,326,10,2024,3,22
50.11,debit card,clothing,3,37,West Yesenia,mobile,0,64,5,2024,1,11
224.07,bank transfer,health & beauty,2,39,Lopezmouth,tablet,0,149,21,2024,2,3
137.85,debit card,toys & games,5,44,South Jessicaview,mobile,0,54,22,2024,4,3
276.21,PayPal,toys & games,3,44,New Kylefort,tablet,0,256,22,2024,3,4
189.76,credit card,home & garden,1,40,Port Johnton,desktop,0,65,6,2024,1,14
472.56,credit card,home & garden,1,28,Lake Helenchester,desktop,0,68,3,2024,2,2
260.27,PayPal,clothing,2,39,Fieldsmouth,mobile,0,120,21,2024,3,3
72.23,PayPal,home & garden,5,32,Willisport,tablet,0,27,18,2024,2,14
191.89,credit card,clothing,3,24,Lake Vickie,tablet,0,89,15,2024,1,20
327.87,credit card,health & beauty,2,27,East Richardport,desktop,0,308,3,2024,1,21
354.92,debit card,toys & games,5,30,New Virginia,desktop,0,20,5,2024,2,20
450.39,credit card,electronics,2,36,New Jamesburgh,tablet,0,60,15,2024,2,14
70.03,bank transfer,home & garden,1,49,South Stephaniefort,mobile,0,295,8,2024,2,12
331.09,credit card,electronics,4,30,New Heatherport,tablet,0,51,1,2024,1,26
169.83,bank transfer,electronics,1,40,New Katherine,tablet,0,169,19,2024,2,22
146.45,PayPal,health & beauty,3,50,Port Brandyton,mobile,0,173,12,2024,2,4
103.6,credit card,home & garden,5,40,South Jennifer,tablet,0,343,17,2024,1,27
215.53,debit card,toys & games,4,16,East Steven,tablet,0,239,10,2024,2,7
59.28,credit card,clothing,1,51,Port Julie,tablet,0,27,10,2024,3,20
30.51,debit card,clothing,2,31,Kaylafurt,mobile,0,164,23,2024,2,17
236.29,PayPal,clothing,4,25,Lake Thomasville,tablet,0,93,9,2024,3,3
47.21,credit card,clothing,1,40,Aguirreville,tablet,0,146,18,2024,1,27
94.48,bank transfer,clothing,4,26,Tracyville,mobile,0,272,10,2024,1,10
194.1,bank transfer,clothing,5,14,Sullivanfurt,mobile,0,170,20,2024,1,7
135.59,debit card,home & garden,4,27,Leblancport,desktop,0,240,10,2024,3,27
29.3,credit card,clothing,4,41,Robertsfurt,tablet,0,39,8,2024,2,9
261.67,PayPal,home & garden,3,49,Louisland,tablet,0,161,2,2024,2,23
840.35,credit card,health & beauty,4,34,Bradleyfurt,desktop,0,345,13,2024,3,2
812.92,debit card,home & garden,5,23,Stephentown,mobile,0,134,22,2024,2,13
192.66,debit card,toys & games,5,35,Lake Anthony,tablet,0,84,23,2024,2,22
477.72,bank transfer,home & garden,5,31,Payneview,desktop,0,127,11,2024,1,22
